date,SPY,EWJ
1999-11-01,135.5625,14.63
1999-11-02,134.5937,14.69
1999-11-03,135.5,14.88
1999-11-04,136.5312,14.94
1999-11-05,137.875,14.88
1999-11-08,138.0,14.81
1999-11-09,136.7031,14.81
1999-11-10,137.7187,15.06
1999-11-11,138.5,14.94
1999-11-12,139.75,15.0
1999-11-15,140.0781,14.94
1999-11-16,141.25,14.88
1999-11-17,141.625,14.94
1999-11-18,142.625,15.19
1999-11-19,142.5,15.25
1999-11-22,142.4687,15.5
1999-11-23,141.2187,15.44
1999-11-24,141.9687,15.44
1999-11-26,141.4375,15.75
1999-11-29,140.9375,15.63
1999-11-30,139.2812,15.25
1999-12-01,140.4062,15.25
1999-12-02,141.25,15.31
1999-12-03,143.8437,15.56
1999-12-06,142.7812,15.25
1999-12-07,141.625,15.38
1999-12-08,140.7187,15.13
1999-12-09,141.4062,15.31
1999-12-10,141.875,15.38
1999-12-13,142.125,15.13
1999-12-14,140.75,14.94
1999-12-15,141.5,15.0
1999-12-16,142.125,15.19
1999-12-17,142.6875,15.25
1999-12-20,141.6562,15.38
1999-12-21,143.8125,15.19
1999-12-22,144.1875,15.56
1999-12-23,146.4843,15.69
1999-12-27,146.2812,15.56
1999-12-28,146.1875,15.94
1999-12-29,146.8125,16.19
1999-12-30,146.6406,16.19
1999-12-31,146.875,16.31
2000-01-03,145.4375,16.19
2000-01-04,139.75,15.75
2000-01-05,140.0,15.38
2000-01-06,137.75,14.69
2000-01-07,145.75,15.0
2000-01-10,146.25,15.25
2000-01-11,144.5,15.13
2000-01-12,143.0625,15.0
2000-01-13,145.0,15.25
2000-01-14,146.9687,15.38
2000-01-18,145.8125,15.25
2000-01-19,147.0,15.13
2000-01-20,144.75,15.0
2000-01-21,144.4375,14.94
2000-01-24,140.3437,14.88
2000-01-25,141.9375,15.06
2000-01-26,140.8125,15.25
2000-01-27,140.25,15.13
2000-01-28,135.875,15.0
2000-01-31,139.5625,15.38
2000-02-01,140.9375,15.38
2000-02-02,141.0625,15.5
2000-02-03,143.1875,15.75
2000-02-04,142.5937,16.0
2000-02-07,142.375,15.75
2000-02-08,144.3125,15.5
2000-02-09,141.2812,15.5
2000-02-10,141.5625,15.5
2000-02-11,138.6875,15.38
2000-02-14,139.5,15.63
2000-02-15,141.0781,15.13
2000-02-16,139.0,15.06
2000-02-17,138.2812,15.19
2000-02-18,135.3125,14.94
2000-02-22,134.9687,14.69
2000-02-23,136.5625,14.56
2000-02-24,133.8125,14.63
2000-02-25,133.3281,14.81
2000-02-28,136.125,15.06
2000-02-29,137.4375,15.19
2000-03-01,138.4375,15.5
2000-03-02,138.5312,15.19
2000-03-03,141.125,15.31
2000-03-06,139.75,14.75
2000-03-07,137.0468,14.94
2000-03-08,136.875,15.19
2000-03-09,140.875,15.06
2000-03-10,140.125,14.94
2000-03-13,138.5937,14.19
2000-03-14,136.625,14.44
2000-03-15,139.8125,14.63
2000-03-16,146.3437,15.19
2000-03-17,146.9375,15.0
2000-03-20,146.1875,15.13
2000-03-21,149.1875,15.05
2000-03-22,150.0937,14.94
2000-03-23,152.6562,14.94
2000-03-24,153.5625,14.94
2000-03-27,151.9375,15.13
2000-03-28,151.0625,15.5
2000-03-29,151.2187,16.0
2000-03-30,148.6875,15.88
2000-03-31,150.375,16.5
2000-04-03,151.25,16.31
2000-04-04,150.125,15.88
2000-04-05,149.1875,15.94
2000-04-06,150.4843,15.88
2000-04-07,151.4375,15.94
2000-04-10,150.8437,15.88
2000-04-11,150.4062,15.75
2000-04-12,146.2812,15.88
2000-04-13,144.25,15.63
2000-04-14,136.0,15.13
2000-04-17,140.75,15.13
2000-04-18,144.4687,15.19
2000-04-19,143.125,15.06
2000-04-20,143.8125,15.31
2000-04-24,142.25,15.25
2000-04-25,148.1562,15.69
2000-04-26,146.4843,15.38
2000-04-27,146.0,15.19
2000-04-28,145.0937,15.25
2000-05-01,147.0625,15.56
2000-05-02,144.125,15.38
2000-05-03,140.75,15.19
2000-05-04,141.8125,15.38
2000-05-05,143.5312,15.38
2000-05-08,142.4531,15.25
2000-05-09,141.3125,15.06
2000-05-10,138.125,14.94
2000-05-11,141.2812,14.76
2000-05-12,142.8125,15.0
2000-05-15,145.2812,14.94
2000-05-16,146.6875,15.0
2000-05-17,145.1562,14.63
2000-05-18,143.375,14.69
2000-05-19,141.125,14.5
2000-05-22,140.0625,14.13
2000-05-23,138.0,14.13
2000-05-24,140.25,14.38
2000-05-25,137.8437,14.25
2000-05-26,138.0,14.38
2000-05-30,142.5,14.75
2000-05-31,142.8125,14.25
2000-06-01,145.3125,14.56
2000-06-02,147.8437,15.0
2000-06-05,147.125,15.0
2000-06-06,146.4687,15.06
2000-06-07,147.4843,15.13
2000-06-08,146.9062,15.0
2000-06-09,146.5937,14.88
2000-06-12,144.875,14.81
2000-06-13,147.5937,14.81
2000-06-14,147.8437,14.63
2000-06-15,148.1562,14.38
2000-06-16,146.5937,14.31
2000-06-19,148.4687,14.75
2000-06-20,147.9375,14.94
2000-06-21,147.875,15.0
2000-06-22,145.625,15.13
2000-06-23,144.375,14.88
2000-06-26,146.2343,14.88
2000-06-27,145.1562,15.06
2000-06-28,145.5625,15.25
2000-06-29,144.1875,15.25
2000-06-30,145.2812,15.19
2000-07-03,147.2812,15.31
2000-07-05,144.625,14.94
2000-07-06,145.75,15.06
2000-07-07,148.0937,15.13
2000-07-10,147.8437,15.19
2000-07-11,148.1562,15.19
2000-07-12,149.125,15.06
2000-07-13,149.7812,14.75
2000-07-14,151.25,14.75
2000-07-17,151.0,14.69
2000-07-18,149.7656,14.25
2000-07-19,148.5625,14.13
2000-07-20,150.625,14.44
2000-07-21,147.6875,14.0
2000-07-24,146.8437,13.75
2000-07-25,147.3125,13.94
2000-07-26,145.875,13.81
2000-07-27,145.375,13.56
2000-07-28,142.0937,13.19
2000-07-31,143.0,13.5
2000-08-01,143.875,13.63
2000-08-02,144.5937,13.63
2000-08-03,145.5937,13.56
2000-08-04,146.375,13.63
2000-08-07,148.125,13.69
2000-08-08,148.6875,13.63
2000-08-09,147.4375,13.75
2000-08-10,146.7187,13.69
2000-08-11,147.4062,13.88
2000-08-14,149.2812,13.81
2000-08-15,149.1562,13.94
2000-08-16,148.625,13.88
2000-08-17,150.1875,13.75
2000-08-18,149.6875,13.81
2000-08-21,150.5,13.75
2000-08-22,150.25,13.81
2000-08-23,150.8437,14.06
2000-08-24,151.3125,13.88
2000-08-25,151.25,14.0
2000-08-28,151.7656,14.19
2000-08-29,151.7968,14.13
2000-08-30,150.3437,13.81
2000-08-31,152.3437,13.94
2000-09-01,152.5,14.06
2000-09-05,151.2812,13.63
2000-09-06,149.5625,13.63
2000-09-07,150.8437,13.75
2000-09-08,149.8125,13.69
2000-09-11,149.5937,13.5
2000-09-12,148.5,13.38
2000-09-13,148.8906,13.31
2000-09-14,149.6406,13.31
2000-09-15,146.0,13.19
2000-09-18,144.6562,13.25
2000-09-19,145.9687,13.5
2000-09-20,144.8906,13.56
2000-09-21,142.6875,13.44
2000-09-22,145.2812,13.31
2000-09-25,144.25,13.19
2000-09-26,142.4062,13.25
2000-09-27,143.1562,13.06
2000-09-28,145.0,13.25
2000-09-29,143.625,13.25
2000-10-02,143.8437,13.25
2000-10-03,142.5,13.44
2000-10-04,143.6875,13.5
2000-10-05,144.1875,13.44
2000-10-06,141.0625,13.25
2000-10-09,140.0,13.25
2000-10-10,137.6875,13.25
2000-10-11,136.5312,12.94
2000-10-12,133.125,12.75
2000-10-13,137.5625,13.06
2000-10-16,138.1875,12.94
2000-10-17,134.75,12.69
2000-10-18,134.25,12.5
2000-10-19,139.3125,12.81
2000-10-20,139.9062,12.69
2000-10-23,140.5312,12.75
2000-10-24,139.5937,12.69
2000-10-25,136.3125,12.5
2000-10-26,136.6875,12.56
2000-10-27,139.2812,12.75
2000-10-30,140.5312,12.44
2000-10-31,142.9531,12.69
2000-11-01,142.4687,12.63
2000-11-02,142.7031,12.88
2000-11-03,142.7812,13.06
2000-11-06,143.7812,13.13
2000-11-07,143.75,13.06
2000-11-08,140.5625,12.94
2000-11-09,140.0312,12.75
2000-11-10,136.625,12.5
2000-11-13,135.5625,12.44
2000-11-14,139.125,12.69
2000-11-15,139.5625,12.5
2000-11-16,137.375,12.13
2000-11-17,136.6406,12.25
2000-11-20,134.6875,12.0
2000-11-21,135.375,11.88
2000-11-22,132.1406,11.69
2000-11-24,134.8437,11.75
2000-11-27,136.0312,11.94
2000-11-28,133.6875,11.88
2000-11-29,133.4375,11.81
2000-11-30,132.2812,11.75
2000-12-01,132.2187,12.13
2000-12-04,133.3437,11.94
2000-12-05,137.7187,11.94
2000-12-06,135.5156,11.94
2000-12-07,133.6562,11.81
2000-12-08,133.9687,11.81
2000-12-11,138.625,12.19
2000-12-12,138.0312,12.0
2000-12-13,136.1406,11.88
2000-12-14,134.4062,11.88
2000-12-15,130.9687,11.56
2000-12-18,132.7187,11.63
2000-12-19,130.0156,11.31
2000-12-20,126.25,10.94
2000-12-21,127.125,10.88
2000-12-22,130.9375,11.06
2000-12-26,132.3437,11.0
2000-12-27,133.3125,11.13
2000-12-28,133.7187,11.13
2000-12-29,131.1875,11.06
2001-01-02,128.8125,11.0
2001-01-03,135.0,11.5
2001-01-04,133.5468,10.94
2001-01-05,129.1875,10.88
2001-01-08,130.1875,10.94
2001-01-09,129.8437,10.88
2001-01-10,132.125,10.81
2001-01-11,132.25,10.5
2001-01-12,132.0,10.5
2001-01-16,132.8437,10.69
2001-01-17,133.4531,10.88
2001-01-18,134.7812,11.19
2001-01-19,134.0156,11.0
2001-01-22,134.9062,11.06
2001-01-23,135.9687,11.06
2001-01-24,136.375,10.94
2001-01-25,136.0312,10.94
2001-01-26,135.875,10.81
2001-01-29,136.6,11.03
2001-01-30,137.8,11.07
2001-01-31,137.02,11.0
2001-02-01,137.93,11.04
2001-02-02,134.8,10.89
2001-02-05,135.79,10.83
2001-02-06,135.39,10.82
2001-02-07,134.69,10.65
2001-02-08,133.12,10.63
2001-02-09,131.84,10.65
2001-02-12,133.35,10.63
2001-02-13,132.26,10.68
2001-02-14,132.06,10.59
2001-02-15,133.34,10.75
2001-02-16,130.4,10.5
2001-02-20,128.39,10.55
2001-02-21,125.62,10.43
2001-02-22,125.81,10.46
2001-02-23,124.96,10.67
2001-02-26,127.62,10.72
2001-02-27,126.44,10.6
2001-02-28,123.95,10.53
2001-03-01,124.6,10.39
2001-03-02,123.61,10.0
2001-03-05,124.74,9.98
2001-03-06,126.08,10.29
2001-03-07,126.98,10.28
2001-03-08,127.12,10.29
2001-03-09,123.36,10.06
2001-03-12,118.08,9.74
2001-03-13,120.02,9.82
2001-03-14,117.65,9.16
2001-03-15,117.68,9.64
2001-03-16,115.01,9.6
2001-03-19,117.35,9.72
2001-03-20,114.2,9.65
2001-03-21,112.26,10.12
2001-03-22,111.12,10.0
2001-03-23,114.48,10.48
2001-03-26,115.94,10.75
2001-03-27,118.31,11.02
2001-03-28,115.04,10.68
2001-03-29,115.48,10.36
2001-03-30,116.69,10.24
2001-04-02,114.2,10.06
2001-04-03,110.39,10.17
2001-04-04,110.85,10.45
2001-04-05,115.05,10.8
2001-04-06,113.3,10.58
2001-04-09,114.56,10.22
2001-04-10,116.65,10.36
2001-04-11,116.73,10.3
2001-04-12,118.85,10.52
2001-04-16,117.6,10.31
2001-04-17,119.26,10.35
2001-04-18,124.0,11.09
2001-04-19,125.65,10.92
2001-04-20,124.5,10.79
2001-04-23,122.24,10.77
2001-04-24,121.58,10.78
2001-04-25,123.17,10.9
2001-04-26,123.72,10.9
2001-04-27,125.78,11.09
2001-04-30,126.66,11.22
2001-05-01,127.05,11.49
2001-05-02,126.82,11.53
2001-05-03,125.21,11.45
2001-05-04,127.34,11.48
2001-05-07,126.24,11.71
2001-05-08,126.18,11.48
2001-05-09,125.65,11.21
2001-05-10,126.02,11.17
2001-05-11,125.15,11.12
2001-05-14,125.4,10.94
2001-05-15,125.98,11.04
2001-05-16,128.95,11.01
2001-05-17,129.15,11.07
2001-05-18,129.74,10.99
2001-05-21,131.65,11.24
2001-05-22,131.48,11.07
2001-05-23,129.25,11.2
2001-05-24,129.63,11.2
2001-05-25,128.1,11.12
2001-05-29,127.08,10.93
2001-05-30,125.3,10.85
2001-05-31,125.95,10.89
2001-06-01,126.73,10.82
2001-06-04,127.34,10.86
2001-06-05,128.8,10.83
2001-06-06,127.73,10.68
2001-06-07,128.19,10.75
2001-06-08,127.0,10.74
2001-06-11,126.1,10.5
2001-06-12,125.88,10.36
2001-06-13,124.8,10.35
2001-06-14,122.0,10.24
2001-06-15,121.85,10.11
2001-06-18,121.26,10.13
2001-06-19,121.79,10.07
2001-06-20,122.43,10.08
2001-06-21,123.82,10.3
2001-06-22,122.85,10.25
2001-06-25,121.72,10.18
2001-06-26,121.55,10.21
2001-06-27,121.48,10.16
2001-06-28,122.15,10.2
2001-06-29,122.6,10.23
2001-07-02,124.13,10.21
2001-07-03,124.1,10.18
2001-07-05,121.68,9.86
2001-07-06,119.05,9.61
2001-07-09,119.7,9.74
2001-07-10,118.26,9.65
2001-07-11,118.38,9.69
2001-07-12,121.19,9.96
2001-07-13,122.24,9.79
2001-07-16,120.71,9.65
2001-07-17,121.84,9.62
2001-07-18,121.01,9.46
2001-07-19,122.07,9.55
2001-07-20,121.34,9.56
2001-07-23,118.95,9.2
2001-07-24,117.8,9.22
2001-07-25,119.1,9.48
2001-07-26,120.35,9.36
2001-07-27,120.81,9.54
2001-07-30,120.85,9.23
2001-07-31,121.35,9.4
2001-08-01,122.11,9.57
2001-08-02,122.61,9.79
2001-08-03,121.94,9.65
2001-08-06,120.3,9.59
2001-08-07,120.77,9.68
2001-08-08,118.53,9.59
2001-08-09,118.88,9.56
2001-08-10,119.29,9.5
2001-08-13,119.32,9.44
2001-08-14,119.27,9.63
2001-08-15,118.24,9.63
2001-08-16,118.65,9.66
2001-08-17,116.75,9.36
2001-08-20,117.83,9.4
2001-08-21,115.82,9.45
2001-08-22,117.02,9.54
2001-08-23,116.6,9.36
2001-08-24,119.02,9.5
2001-08-27,118.31,9.42
2001-08-28,116.58,9.31
2001-08-29,115.54,9.16
2001-08-30,113.32,9.0
2001-08-31,114.15,9.14
2001-09-04,113.42,8.96
2001-09-05,113.7,8.79
2001-09-06,110.77,8.67
2001-09-07,108.72,8.65
2001-09-10,110.05,8.6
2001-09-17,104.3,8.29
2001-09-18,104.05,8.31
2001-09-19,101.95,8.46
2001-09-20,98.71,8.18
2001-09-21,97.28,8.1
2001-09-24,100.7,8.4
2001-09-25,101.75,8.35
2001-09-26,101.39,8.23
2001-09-27,102.27,8.14
2001-09-28,104.44,8.4
2001-10-01,104.27,8.35
2001-10-02,105.58,8.55
2001-10-03,107.35,8.63
2001-10-04,107.44,8.6
2001-10-05,107.23,8.5
2001-10-08,106.53,8.53
2001-10-09,105.96,8.37
2001-10-10,108.32,8.47
2001-10-11,110.0,8.65
2001-10-12,109.5,8.65
2001-10-15,109.3,8.57
2001-10-16,109.99,8.64
2001-10-17,107.65,8.61
2001-10-18,107.42,8.55
2001-10-19,107.35,8.56
2001-10-22,109.47,8.64
2001-10-23,108.91,8.65
2001-10-24,108.62,8.67
2001-10-25,110.57,8.83
2001-10-26,110.32,8.74
2001-10-29,107.45,8.53
2001-10-30,106.16,8.32
2001-10-31,105.8,8.39
2001-11-01,108.51,8.5
2001-11-02,109.25,8.47
2001-11-05,110.68,8.53
2001-11-06,112.4,8.67
2001-11-07,112.25,8.38
2001-11-08,112.6,8.47
2001-11-09,112.72,8.31
2001-11-12,112.03,8.24
2001-11-13,114.55,8.3
2001-11-14,114.66,8.21
2001-11-15,114.87,8.36
2001-11-16,114.36,8.35
2001-11-19,115.77,8.41
2001-11-20,114.8,8.41
2001-11-21,114.04,8.48
2001-11-23,115.68,8.48
2001-11-26,115.93,8.62
2001-11-27,115.43,8.55
2001-11-28,113.34,8.35
2001-11-29,114.87,8.34
2001-11-30,114.05,8.38
2001-12-03,113.37,8.2
2001-12-04,115.29,8.23
2001-12-05,117.4,8.46
2001-12-06,117.34,8.39
2001-12-07,116.56,8.21
2001-12-10,114.38,7.92
2001-12-11,114.15,7.99
2001-12-12,114.28,8.09
2001-12-13,112.06,7.88
2001-12-14,113.13,7.91
2001-12-17,114.3,7.79
2001-12-18,114.98,7.85
2001-12-19,115.79,7.81
2001-12-20,114.65,7.8
2001-12-21,114.95,7.81
2001-12-24,114.73,7.73
2001-12-26,115.36,7.62
2001-12-27,116.06,7.67
2001-12-28,116.0,7.85
2001-12-31,114.3,7.71
2002-01-02,115.53,7.75
2002-01-03,116.84,7.94
2002-01-04,117.62,8.07
2002-01-07,116.79,7.93
2002-01-08,116.52,7.76
2002-01-09,115.57,7.72
2002-01-10,116.08,7.64
2002-01-11,114.94,7.55
2002-01-14,114.22,7.45
2002-01-15,115.15,7.5
2002-01-16,112.82,7.41
2002-01-17,113.67,7.48
2002-01-18,113.15,7.51
2002-01-22,112.37,7.32
2002-01-23,113.23,7.28
2002-01-24,113.58,7.2
2002-01-25,113.55,7.27
2002-01-28,113.86,7.35
2002-01-29,110.28,7.15
2002-01-30,111.87,7.2
2002-01-31,113.18,7.14
2002-02-01,112.65,7.05
2002-02-04,109.85,6.92
2002-02-05,109.17,6.75
2002-02-06,108.7,6.71
2002-02-07,108.02,6.91
2002-02-08,110.09,7.09
2002-02-11,111.44,7.15
2002-02-12,111.09,7.2
2002-02-13,112.27,7.33
2002-02-14,112.06,7.32
2002-02-15,110.89,7.27
2002-02-19,108.76,6.99
2002-02-20,110.59,7.09
2002-02-21,108.3,7.21
2002-02-22,109.64,7.33
2002-02-25,111.45,7.39
2002-02-26,111.22,7.27
2002-02-27,111.65,7.45
2002-02-28,111.15,7.47
2002-03-01,113.74,7.8
2002-03-04,115.75,8.25
2002-03-05,115.38,8.1
2002-03-06,116.75,8.34
2002-03-07,116.5,8.6
2002-03-08,116.99,8.56
2002-03-11,117.24,8.67
2002-03-12,117.17,8.44
2002-03-13,116.04,8.2
2002-03-14,115.88,8.3
2002-03-15,116.65,8.52
2002-03-18,116.67,8.22
2002-03-19,117.45,8.44
2002-03-20,115.24,8.21
2002-03-21,115.29,8.23
2002-03-22,115.04,8.03
2002-03-25,113.61,7.95
2002-03-26,114.27,7.99
2002-03-27,114.57,8.03
2002-03-28,114.52,8.14
2002-04-01,114.57,7.87
2002-04-02,113.94,7.87
2002-04-03,113.14,8.02
2002-04-04,112.67,8.15
2002-04-05,112.69,8.23
2002-04-08,112.93,8.12
2002-04-09,112.14,8.06
2002-04-10,113.41,8.22
2002-04-11,110.59,7.98
2002-04-12,111.42,8.0
2002-04-15,110.57,7.98
2002-04-16,113.2,8.25
2002-04-17,112.96,8.26
2002-04-18,112.47,8.33
2002-04-19,112.88,8.32
2002-04-22,111.0,8.37
2002-04-23,110.52,8.43
2002-04-24,109.41,8.37
2002-04-25,109.47,8.48
2002-04-26,107.39,8.44
2002-04-29,106.86,8.39
2002-04-30,107.86,8.44
2002-05-01,109.18,8.5
2002-05-02,108.76,8.52
2002-05-03,107.58,8.53
2002-05-06,105.47,8.44
2002-05-07,105.1,8.32
2002-05-08,109.01,8.55
2002-05-09,107.75,8.41
2002-05-10,105.72,8.39
2002-05-13,107.87,8.47
2002-05-14,110.22,8.47
2002-05-15,109.79,8.46
2002-05-16,110.36,8.67
2002-05-17,110.9,8.87
2002-05-20,109.7,8.93
2002-05-21,108.7,8.9
2002-05-22,108.94,9.09
2002-05-23,110.1,9.09
2002-05-24,108.69,9.07
2002-05-28,108.1,9.0
2002-05-29,107.3,8.94
2002-05-30,107.0,9.0
2002-05-31,107.22,8.96
2002-06-03,104.37,9.0
2002-06-04,104.63,8.94
2002-06-05,105.61,8.91
2002-06-06,103.46,8.69
2002-06-07,103.34,8.78
2002-06-10,103.74,8.69
2002-06-11,101.96,8.65
2002-06-12,102.58,8.56
2002-06-13,101.55,8.42
2002-06-14,101.4,8.33
2002-06-17,104.12,8.33
2002-06-18,104.97,8.22
2002-06-19,102.52,7.95
2002-06-20,101.21,8.04
2002-06-21,99.28,7.97
2002-06-24,99.8,8.1
2002-06-25,97.56,8.13
2002-06-26,97.72,8.08
2002-06-27,99.43,8.27
2002-06-28,98.96,8.43
2002-07-01,97.03,8.33
2002-07-02,94.97,8.32
2002-07-03,95.51,8.56
2002-07-05,99.31,8.69
2002-07-08,98.07,8.6
2002-07-09,95.6,8.67
2002-07-10,92.12,8.55
2002-07-11,92.87,8.5
2002-07-12,91.85,8.51
2002-07-15,92.34,8.43
2002-07-16,90.56,8.25
2002-07-17,90.74,8.42
2002-07-18,87.8,8.42
2002-07-19,84.71,8.2
2002-07-22,82.2,8.2
2002-07-23,79.95,8.13
2002-07-24,84.72,8.36
2002-07-25,84.0,8.03
2002-07-26,85.6,7.82
2002-07-29,89.77,8.02
2002-07-30,90.94,7.99
2002-07-31,91.16,7.86
2002-08-01,88.78,7.67
2002-08-02,86.79,7.75
2002-08-05,83.77,7.65
2002-08-06,86.59,7.69
2002-08-07,88.1,7.89
2002-08-08,90.95,7.88
2002-08-09,91.29,7.96
2002-08-12,90.62,7.83
2002-08-13,88.97,7.78
2002-08-14,92.22,8.06
2002-08-15,93.5,8.1
2002-08-16,93.22,8.0
2002-08-19,95.4,7.9
2002-08-20,94.39,7.72
2002-08-21,95.75,7.8
2002-08-22,96.68,7.89
2002-08-23,94.6,7.82
2002-08-26,95.26,8.02
2002-08-27,94.16,7.98
2002-08-28,92.1,7.83
2002-08-29,92.14,7.77
2002-08-30,91.78,7.81
2002-09-03,88.28,7.42
2002-09-04,89.54,7.46
2002-09-05,88.78,7.37
2002-09-06,90.0,7.5
2002-09-09,90.66,7.47
2002-09-10,91.7,7.44
2002-09-11,91.13,7.46
2002-09-12,89.45,7.41
2002-09-13,89.67,7.27
2002-09-16,89.89,7.22
2002-09-17,87.83,7.34
2002-09-18,86.95,7.68
2002-09-19,84.7,7.53
2002-09-20,84.35,7.43
2002-09-23,83.66,7.25
2002-09-24,82.31,7.13
2002-09-25,84.35,7.23
2002-09-26,85.73,7.37
2002-09-27,82.75,7.39
2002-09-30,81.79,7.33
2002-10-01,85.72,7.38
2002-10-02,83.15,7.08
2002-10-03,82.31,7.03
2002-10-04,80.8,7.0
2002-10-07,79.13,6.73
2002-10-08,80.37,6.82
2002-10-09,78.1,6.57
2002-10-10,80.63,6.7
2002-10-11,84.16,6.85
2002-10-14,84.63,6.81
2002-10-15,88.7,7.14
2002-10-16,86.55,6.89
2002-10-17,88.27,7.06
2002-10-18,88.64,6.97
2002-10-21,90.17,7.05
2002-10-22,89.52,6.74
2002-10-23,90.2,6.85
2002-10-24,88.36,6.74
2002-10-25,90.2,6.89
2002-10-28,89.61,6.89
2002-10-29,88.57,6.87
2002-10-30,89.43,7.0
2002-10-31,88.52,6.91
2002-11-01,90.27,7.04
2002-11-04,91.13,7.07
2002-11-05,91.85,7.2
2002-11-06,93.04,7.21
2002-11-07,90.76,7.06
2002-11-08,89.65,6.99
2002-11-11,88.26,6.83
2002-11-12,88.96,6.89
2002-11-13,89.05,6.84
2002-11-14,90.73,6.85
2002-11-15,91.4,6.95
2002-11-18,90.48,6.74
2002-11-19,90.36,6.64
2002-11-20,92.37,6.81
2002-11-21,94.09,6.93
2002-11-22,93.42,6.91
2002-11-25,93.48,7.04
2002-11-26,91.7,6.95
2002-11-27,94.28,7.11
2002-11-29,93.98,7.16
2002-12-02,94.13,7.1
2002-12-03,92.87,7.03
2002-12-04,92.45,6.9
2002-12-05,91.43,6.83
2002-12-06,92.03,6.89
2002-12-09,89.5,6.81
2002-12-10,90.7,6.86
2002-12-11,90.78,6.82
2002-12-12,90.77,6.85
2002-12-13,89.34,6.81
2002-12-16,91.65,6.85
2002-12-17,90.85,6.8
2002-12-18,89.8,6.61
2002-12-19,89.16,6.71
2002-12-20,89.99,6.78
2002-12-23,90.02,6.75
2002-12-24,89.35,6.8
2002-12-26,89.39,6.9
2002-12-27,87.38,6.87
2002-12-30,88.11,6.98
2002-12-31,88.23,6.95
2003-01-02,91.07,7.08
2003-01-03,91.35,7.07
2003-01-06,92.96,7.2
2003-01-07,92.73,6.97
2003-01-08,91.39,6.88
2003-01-09,92.81,6.99
2003-01-10,93.06,6.92
2003-01-13,93.03,6.92
2003-01-14,93.33,7.05
2003-01-15,92.4,7.11
2003-01-16,92.02,7.18
2003-01-17,90.66,7.14
2003-01-21,89.25,7.12
2003-01-22,88.17,7.1
2003-01-23,88.71,7.25
2003-01-24,86.38,7.16
2003-01-27,85.2,7.02
2003-01-28,85.83,6.99
2003-01-29,86.48,6.99
2003-01-30,84.43,6.78
2003-01-31,86.06,6.77
2003-02-03,86.23,6.86
2003-02-04,85.38,6.87
2003-02-05,84.85,6.9
2003-02-06,84.45,6.85
2003-02-07,83.42,6.8
2003-02-10,84.01,6.8
2003-02-11,83.43,6.85
2003-02-12,82.1,6.89
2003-02-13,82.35,6.95
2003-02-14,84.15,7.02
2003-02-18,85.63,7.11
2003-02-19,85.18,6.99
2003-02-20,84.33,6.99
2003-02-21,85.18,7.0
2003-02-24,83.8,6.98
2003-02-25,84.47,6.88
2003-02-26,83.24,6.83
2003-02-27,84.34,6.86
2003-02-28,84.9,6.84
2003-03-03,84.09,6.87
2003-03-04,82.75,6.84
2003-03-05,83.45,6.83
2003-03-06,82.75,6.76
2003-03-07,83.32,6.65
2003-03-10,81.32,6.5
2003-03-11,80.52,6.44
2003-03-12,81.06,6.52
2003-03-13,83.86,6.61
2003-03-14,84.13,6.52
2003-03-17,86.78,6.56
2003-03-18,87.29,6.49
2003-03-19,87.96,6.46
2003-03-20,88.15,6.6
2003-03-21,89.67,6.71
2003-03-24,86.69,6.66
2003-03-25,87.52,6.69
2003-03-26,87.08,6.74
2003-03-27,87.15,6.68
2003-03-28,86.71,6.68
2003-03-31,84.74,6.46
2003-04-01,86.04,6.54
2003-04-02,88.12,6.62
2003-04-03,87.7,6.48
2003-04-04,88.22,6.5
2003-04-07,88.05,6.59
2003-04-08,88.19,6.48
2003-04-09,87.03,6.47
2003-04-10,87.51,6.42
2003-04-11,87.15,6.31
2003-04-14,88.95,6.28
2003-04-15,89.78,6.29
2003-04-16,88.25,6.32
2003-04-17,89.56,6.37
2003-04-21,89.65,6.4
2003-04-22,91.34,6.4
2003-04-23,92.18,6.36
2003-04-24,91.36,6.32
2003-04-25,90.23,6.24
2003-04-28,91.79,6.26
2003-04-29,92.11,6.29
2003-04-30,91.91,6.41
2003-05-01,91.9,6.43
2003-05-02,93.21,6.57
2003-05-05,93.03,6.62
2003-05-06,93.91,6.74
2003-05-07,93.39,6.79
2003-05-08,92.45,6.69
2003-05-09,93.73,6.76
2003-05-12,94.88,6.84
2003-05-13,94.71,6.81
2003-05-14,94.51,6.85
2003-05-15,95.11,6.79
2003-05-16,94.87,6.78
2003-05-19,92.65,6.59
2003-05-20,92.46,6.67
2003-05-21,92.65,6.61
2003-05-22,93.57,6.73
2003-05-23,93.76,6.8
2003-05-27,95.4,6.78
2003-05-28,95.67,6.72
2003-05-29,95.42,6.75
2003-05-30,96.95,6.79
2003-06-02,97.35,6.86
2003-06-03,97.75,6.92
2003-06-04,99.16,6.98
2003-06-05,99.65,7.03
2003-06-06,99.26,7.07
2003-06-09,98.25,7.08
2003-06-10,99.25,7.14
2003-06-11,100.3,7.26
2003-06-12,100.61,7.25
2003-06-13,99.56,7.19
2003-06-16,101.66,7.21
2003-06-17,101.66,7.28
2003-06-18,101.57,7.33
2003-06-19,100.02,7.27
2003-06-20,99.44,7.31
2003-06-23,98.42,7.37
2003-06-24,98.52,7.22
2003-06-25,97.53,7.17
2003-06-26,98.8,7.25
2003-06-27,97.66,7.24
