date,SPY,EWJ
2022-05-13,401.72,56.32
2022-05-16,400.09,56.02
2022-05-17,408.32,56.43
2022-05-18,391.86,55.89
2022-05-19,389.46,56.37
2022-05-20,389.63,57.09
2022-05-23,396.92,57.64
2022-05-24,393.89,57.42
2022-05-25,397.37,57.54
2022-05-26,405.31,57.99
2022-05-27,415.26,58.34
2022-05-31,412.93,57.6
2022-06-01,409.59,57.63
2022-06-02,417.39,58.22
2022-06-03,410.54,57.01
2022-06-06,411.79,57.32
2022-06-07,415.74,57.5
2022-06-08,411.22,56.75
2022-06-09,401.44,55.8
2022-06-10,389.8,54.79
2022-06-13,375.0,53.26
2022-06-14,373.87,52.9
2022-06-15,379.2,53.49
2022-06-16,366.65,52.64
2022-06-17,365.86,52.06
2022-06-21,375.07,52.6
2022-06-22,374.39,52.34
2022-06-23,378.06,52.66
2022-06-24,390.08,53.7
2022-06-27,388.59,53.23
2022-06-28,380.65,53.15
2022-06-29,380.34,52.91
2022-06-30,377.25,52.83
2022-07-01,381.24,53.05
2022-07-05,381.96,52.71
2022-07-06,383.25,52.7
2022-07-07,388.99,53.45
2022-07-08,388.67,53.72
2022-07-11,384.23,52.99
2022-07-12,380.83,53.01
2022-07-13,378.83,52.73
2022-07-14,377.91,52.21
2022-07-15,385.13,52.76
2022-07-18,381.95,52.86
2022-07-19,392.27,53.62
2022-07-20,394.77,53.85
2022-07-21,398.79,54.53
2022-07-22,395.09,54.7
2022-07-25,395.57,54.69
2022-07-26,390.89,54.09
2022-07-27,401.04,55.18
2022-07-28,406.07,55.63
2022-07-29,411.99,56.15
2022-08-01,410.77,56.87
2022-08-02,408.06,55.79
2022-08-03,414.45,55.67
2022-08-04,414.17,55.65
2022-08-05,413.47,55.31
2022-08-08,412.99,55.29
2022-08-09,411.35,54.74
2022-08-10,419.99,56.31
2022-08-11,419.99,56.29
2022-08-12,427.1,57.03
2022-08-15,428.86,57.26
2022-08-16,429.7,56.99
2022-08-17,426.65,56.81
2022-08-18,427.89,56.61
2022-08-19,422.14,55.63
2022-08-22,413.35,55.06
2022-08-23,412.35,55.19
2022-08-24,413.67,55.17
2022-08-25,419.51,55.8
2022-08-26,405.31,54.44
2022-08-29,402.63,53.89
2022-08-30,398.21,53.83
2022-08-31,395.18,53.59
2022-09-01,396.42,52.95
2022-09-02,392.24,52.37
2022-09-06,390.76,51.55
2022-09-07,397.78,51.47
2022-09-08,400.38,52.09
2022-09-09,406.6,53.07
2022-09-12,410.97,53.09
2022-09-13,393.1,51.34
2022-09-14,394.6,52.08
2022-09-15,390.12,51.67
2022-09-16,385.56,51.63
2022-09-19,388.55,51.8
2022-09-20,384.09,51.26
2022-09-21,377.39,50.67
2022-09-22,374.22,51.07
2022-09-23,367.95,50.04
2022-09-26,364.31,49.23
2022-09-27,363.38,48.82
2022-09-28,370.53,49.74
2022-09-29,362.79,49.26
2022-09-30,357.18,48.85
2022-10-03,366.61,49.73
2022-10-04,377.97,51.32
2022-10-05,377.09,50.78
2022-10-06,373.2,50.32
2022-10-07,362.79,49.81
2022-10-10,360.02,49.61
2022-10-11,357.74,49.1
2022-10-12,356.56,48.74
2022-10-13,365.97,49.17
2022-10-14,357.63,48.46
2022-10-17,366.82,48.95
2022-10-18,371.13,48.78
2022-10-19,368.5,48.48
2022-10-20,365.41,48.44
2022-10-21,374.29,49.29
2022-10-24,378.87,48.97
2022-10-25,384.92,50.09
2022-10-26,382.02,50.38
2022-10-27,379.98,49.75
2022-10-28,389.02,50.28
2022-10-31,386.21,49.99
2022-11-01,384.52,50.37
2022-11-02,374.87,50.04
2022-11-03,371.01,49.9
2022-11-04,376.35,50.87
2022-11-07,379.95,51.16
2022-11-08,382.0,51.9
2022-11-09,374.13,51.02
2022-11-10,394.69,53.87
2022-11-11,398.51,54.94
2022-11-14,395.12,54.19
2022-11-15,398.49,54.55
2022-11-16,395.45,54.36
2022-11-17,394.24,54.26
2022-11-18,396.03,54.24
2022-11-21,394.59,53.8
2022-11-22,399.9,54.95
2022-11-23,402.42,55.58
2022-11-25,402.33,55.96
2022-11-28,395.91,55.53
2022-11-29,395.23,55.19
2022-11-30,407.68,55.8
2022-12-01,407.38,56.18
2022-12-02,406.91,55.93
2022-12-05,399.59,54.76
2022-12-06,393.83,54.59
2022-12-07,393.16,54.75
2022-12-08,396.24,55.09
2022-12-09,393.28,55.26
2022-12-12,398.95,55.25
2022-12-13,401.97,55.92
2022-12-14,399.4,55.87
2022-12-15,389.63,54.51
2022-12-16,383.27,54.55
2022-12-19,380.02,54.2
2022-12-20,380.54,54.97
2022-12-21,386.23,54.89
2022-12-22,380.72,54.73
2022-12-23,382.91,54.77
2022-12-27,381.4,54.52
2022-12-28,376.66,53.87
2022-12-29,383.44,54.87
2022-12-30,382.43,54.44
2023-01-03,380.82,54.7
2023-01-04,383.76,54.16
2023-01-05,379.38,53.43
2023-01-06,388.08,54.77
2023-01-09,387.86,54.89
2023-01-10,390.58,54.76
2023-01-11,395.52,55.2
2023-01-12,396.96,56.53
2023-01-13,398.5,56.77
2023-01-17,397.77,57.31
2023-01-18,391.49,57.23
2023-01-19,388.64,57.2
2023-01-20,395.88,57.85
2023-01-23,400.63,57.69
2023-01-24,400.2,58.08
2023-01-25,400.35,58.78
2023-01-26,404.75,58.66
2023-01-27,405.68,58.82
2023-01-30,400.59,58.47
2023-01-31,406.48,58.67
2023-02-01,410.8,58.87
2023-02-02,416.78,58.73
2023-02-03,412.35,58.06
2023-02-06,409.83,57.53
2023-02-07,415.19,58.37
2023-02-08,410.65,57.73
2023-02-09,407.09,57.79
2023-02-10,408.04,58.12
2023-02-13,412.83,58.09
2023-02-14,412.64,57.8
2023-02-15,413.98,57.23
2023-02-16,408.28,57.04
2023-02-17,407.26,57.02
2023-02-21,399.09,56.32
2023-02-22,398.54,55.9
2023-02-23,400.66,56.46
2023-02-24,396.38,55.62
2023-02-27,397.73,56.15
2023-02-28,396.26,55.94
2023-03-01,394.74,56.03
2023-03-02,397.81,56.09
2023-03-03,404.19,57.38
2023-03-06,404.47,57.38
2023-03-07,398.27,56.87
2023-03-08,398.92,57.57
2023-03-09,391.56,57.47
2023-03-10,385.91,56.78
2023-03-13,385.36,56.24
2023-03-14,391.73,56.08
2023-03-15,389.28,54.94
2023-03-16,396.11,56.06
2023-03-17,389.99,55.71
2023-03-20,393.74,56.52
2023-03-21,398.91,56.87
2023-03-22,392.11,56.71
2023-03-23,393.17,56.96
2023-03-24,395.75,57.13
2023-03-27,396.49,57.38
2023-03-28,395.6,57.49
2023-03-29,401.35,57.71
2023-03-30,403.7,57.98
2023-03-31,409.39,58.69
2023-04-03,410.95,58.96
2023-04-04,408.67,58.94
2023-04-05,407.6,58.06
2023-04-06,409.19,57.81
2023-04-10,409.61,57.69
2023-04-11,409.72,57.88
2023-04-12,408.05,58.07
2023-04-13,413.47,58.88
2023-04-14,412.46,58.44
2023-04-17,413.94,58.61
2023-04-18,414.21,58.96
2023-04-19,414.14,58.49
2023-04-20,411.88,58.68
2023-04-21,412.2,59.01
2023-04-24,412.63,58.98
2023-04-25,406.08,58.57
2023-04-26,404.36,58.36
2023-04-27,412.41,59.31
2023-04-28,415.93,58.84
2023-05-01,415.51,58.77
2023-05-02,410.84,58.28
2023-05-03,408.02,58.63
2023-05-04,405.13,58.74
2023-05-05,412.63,59.53
2023-05-08,412.74,59.4
2023-05-09,410.93,60.04
2023-05-10,412.85,59.74
2023-05-11,412.13,59.91
2023-05-12,411.59,60.2
2023-05-15,413.01,60.56
2023-05-16,410.25,60.44
2023-05-17,415.23,60.85
2023-05-18,419.23,60.86
2023-05-19,418.62,60.96
2023-05-22,418.79,61.23
2023-05-23,414.09,60.35
2023-05-24,411.09,59.71
2023-05-25,414.65,60.05
2023-05-26,420.02,60.25
2023-05-30,420.18,59.86
2023-05-31,417.85,59.34
2023-06-01,421.82,60.83
2023-06-02,427.92,62.0
2023-06-05,427.1,61.78
2023-06-06,428.03,63.04
2023-06-07,426.55,61.0
2023-06-08,429.13,61.52
2023-06-09,429.9,62.22
2023-06-12,433.8,62.61
2023-06-13,436.66,63.51
2023-06-14,437.18,63.8
2023-06-15,442.6,63.71
2023-06-16,439.46,63.1
2023-06-20,437.18,62.23
2023-06-21,434.94,62.97
2023-06-22,436.51,62.45
2023-06-23,433.21,60.91
2023-06-26,431.44,60.91
2023-06-27,436.17,61.14
2023-06-28,436.39,61.82
2023-06-29,438.11,61.51
2023-06-30,443.28,61.9
2023-07-03,443.79,62.09
2023-07-05,443.13,61.58
2023-07-06,439.66,60.77
2023-07-07,438.55,61.64
2023-07-10,439.66,61.55
2023-07-11,442.46,61.82
2023-07-12,446.02,62.25
2023-07-13,449.56,63.18
2023-07-14,449.28,62.42
2023-07-17,450.84,62.45
2023-07-18,454.19,63.31
2023-07-19,455.2,63.32
2023-07-20,452.18,62.48
2023-07-21,452.18,62.41
2023-07-24,454.2,62.5
2023-07-25,455.44,62.58
2023-07-26,455.51,62.83
2023-07-27,452.49,63.34
2023-07-28,456.92,63.7
2023-07-31,457.79,63.42
2023-08-01,456.48,62.67
2023-08-02,450.13,61.49
2023-08-03,448.84,61.19
2023-08-04,446.81,61.78
2023-08-07,450.71,62.3
2023-08-08,448.75,61.75
2023-08-09,445.75,61.21
2023-08-10,445.91,61.47
2023-08-11,445.65,61.37
2023-08-14,448.11,60.82
2023-08-15,442.89,60.17
2023-08-16,439.64,59.42
2023-08-17,436.29,59.17
2023-08-18,436.5,59.32
2023-08-21,439.34,59.37
2023-08-22,438.15,59.66
2023-08-23,443.03,60.45
2023-08-24,436.89,59.66
2023-08-25,439.97,59.97
2023-08-28,442.76,60.68
2023-08-29,449.16,61.1
2023-08-30,451.01,60.99
2023-08-31,450.35,61.64
2023-09-01,451.19,62.04
2023-09-05,449.24,62.07
2023-09-06,446.22,62.23
2023-09-07,444.85,62.23
2023-09-08,445.52,61.61
2023-09-11,448.45,62.32
2023-09-12,445.99,62.31
2023-09-13,446.51,62.28
2023-09-14,450.36,63.34
2023-09-15,443.37,62.99
2023-09-18,443.63,63.14
2023-09-19,442.71,63.45
2023-09-20,438.64,62.6
2023-09-21,431.39,61.63
2023-09-22,430.42,61.8
2023-09-25,432.23,61.72
2023-09-26,425.88,60.77
2023-09-27,426.05,61.03
2023-09-28,428.52,61.15
2023-09-29,427.48,60.29
2023-10-02,427.31,59.77
2023-10-03,421.59,58.73
2023-10-04,424.66,58.09
2023-10-05,424.5,59.23
2023-10-06,429.54,59.38
2023-10-09,432.29,59.55
2023-10-10,434.54,60.33
2023-10-11,436.32,60.18
2023-10-12,433.66,60.33
2023-10-13,431.5,59.58
2023-10-16,436.04,59.77
2023-10-17,436.02,59.89
2023-10-18,430.21,58.95
2023-10-19,426.43,58.52
2023-10-20,421.19,58.13
2023-10-23,420.46,57.99
2023-10-24,423.63,58.36
2023-10-25,417.55,58.13
2023-10-26,412.55,57.34
2023-10-27,410.68,57.82
2023-10-30,415.59,58.25
2023-10-31,418.2,58.96
2023-11-01,422.66,59.97
2023-11-02,430.76,60.95
2023-11-03,434.69,62.0
2023-11-06,435.69,61.2
2023-11-07,436.93,60.64
2023-11-08,437.25,59.64
2023-11-09,433.84,59.89
2023-11-10,440.61,60.47
2023-11-13,440.19,60.44
2023-11-14,448.73,61.64
2023-11-15,449.68,61.18
2023-11-16,450.23,61.39
2023-11-17,450.79,62.35
2023-11-20,454.26,62.36
2023-11-21,453.27,62.1
2023-11-22,455.02,62.49
2023-11-24,455.3,62.61
2023-11-27,454.48,62.56
2023-11-28,454.93,62.55
2023-11-29,454.61,62.49
2023-11-30,456.4,62.61
2023-12-01,459.1,63.21
2023-12-04,456.69,62.25
2023-12-05,456.6,62.02
2023-12-06,454.76,62.67
2023-12-07,458.23,63.15
2023-12-08,460.2,62.78
2023-12-11,461.99,63.14
2023-12-12,464.1,63.05
2023-12-13,470.5,64.01
2023-12-14,472.01,63.72
2023-12-15,469.33,63.17
2023-12-18,471.97,63.05
2023-12-19,474.84,63.24
2023-12-20,468.26,62.05
2023-12-21,472.7,63.13
2023-12-22,473.65,63.33
2023-12-26,475.65,63.31
2023-12-27,476.51,63.66
2023-12-28,476.69,64.04
2023-12-29,475.31,64.14
2024-01-02,472.65,63.56
2024-01-03,468.79,63.21
2024-01-04,467.28,63.06
2024-01-05,467.92,63.53
2024-01-08,474.6,64.46
2024-01-09,473.88,64.07
2024-01-10,476.56,65.22
2024-01-11,476.35,65.8
2024-01-12,476.68,66.43
2024-01-16,474.93,65.94
2024-01-17,472.29,65.12
2024-01-18,476.49,65.73
2024-01-19,482.43,65.9
2024-01-22,483.45,66.68
2024-01-23,484.86,66.09
2024-01-24,485.39,66.17
2024-01-25,488.03,65.92
2024-01-26,487.41,65.39
2024-01-29,491.27,66.17
2024-01-30,490.89,65.93
2024-01-31,482.88,66.21
2024-02-01,489.2,66.92
2024-02-02,494.35,66.51
2024-02-05,492.55,66.19
2024-02-06,493.98,66.18
2024-02-07,498.1,66.56
2024-02-08,498.32,66.39
2024-02-09,501.2,66.63
2024-02-12,500.98,66.97
2024-02-13,494.08,66.74
2024-02-14,498.57,67.0
2024-02-15,502.01,67.64
2024-02-16,499.51,67.63
2024-02-20,496.76,67.93
2024-02-21,497.21,67.79
2024-02-22,507.5,68.9
2024-02-23,507.85,69.01
2024-02-26,505.99,69.0
2024-02-27,506.93,69.18
2024-02-28,506.26,68.67
2024-02-29,508.08,69.12
2024-03-01,512.85,70.33
2024-03-04,512.3,69.92
2024-03-05,507.18,70.3
2024-03-06,509.75,71.37
2024-03-07,514.81,71.34
2024-03-08,511.72,71.18
2024-03-11,511.28,69.6
2024-03-12,516.78,69.98
2024-03-13,515.97,69.37
2024-03-14,514.95,69.06
2024-03-15,509.83,69.57
2024-03-18,512.86,70.65
2024-03-19,515.71,70.92
2024-03-20,520.48,71.47
2024-03-21,522.2,71.83
2024-03-22,521.21,71.82
2024-03-25,519.77,70.99
2024-03-26,518.81,71.3
2024-03-27,523.17,71.61
2024-03-28,523.07,71.35
2024-04-01,522.16,70.28
2024-04-02,518.84,69.92
2024-04-03,519.41,70.4
2024-04-04,513.07,69.67
2024-04-05,518.43,69.87
2024-04-08,518.72,70.22
2024-04-09,519.32,70.48
2024-04-10,514.12,69.38
2024-04-11,518.0,69.99
2024-04-12,510.85,69.06
2024-04-15,504.45,68.77
2024-04-16,503.53,67.81
2024-04-17,500.55,67.09
2024-04-18,499.52,66.89
2024-04-19,495.16,66.49
2024-04-22,499.72,67.17
2024-04-23,505.65,67.32
2024-04-24,505.41,67.61
2024-04-25,503.49,66.56
2024-04-26,508.26,67.13
2024-04-29,510.06,67.74
2024-04-30,501.98,67.27
2024-05-01,500.35,67.11
2024-05-02,505.03,68.47
2024-05-03,511.29,69.26
2024-05-06,516.57,69.67
2024-05-07,517.14,68.91
2024-05-08,517.19,68.04
2024-05-09,520.17,68.34
2024-05-10,520.84,67.95
2024-05-13,520.91,67.68
2024-05-14,523.3,68.21
2024-05-15,529.78,68.97
2024-05-16,528.69,68.27
2024-05-17,529.45,68.73
2024-05-20,530.06,69.22
2024-05-21,531.36,68.82
2024-05-22,529.83,68.02
2024-05-23,525.96,67.72
2024-05-24,529.44,68.46
2024-05-28,529.81,68.85
2024-05-29,526.1,67.47
2024-05-30,522.61,68.06
2024-05-31,527.37,68.97
2024-06-03,527.8,69.4
2024-06-04,528.39,69.48
2024-06-05,534.67,69.28
2024-06-06,534.66,69.24
2024-06-07,534.01,68.73
2024-06-10,535.66,69.34
2024-06-11,536.95,68.06
2024-06-12,541.36,68.39
2024-06-13,542.45,67.15
2024-06-14,542.78,67.13
2024-06-17,547.1,66.61
2024-06-18,548.49,66.66
2024-06-20,547.0,66.48
2024-06-21,544.51,66.01
2024-06-24,542.74,66.51
2024-06-25,544.83,67.56
2024-06-26,545.51,67.31
2024-06-27,546.37,67.65
2024-06-28,544.22,68.24
2024-07-01,545.34,67.79
2024-07-02,549.01,68.86
2024-07-03,551.46,69.49
2024-07-05,554.64,69.96
2024-07-08,555.28,69.62
2024-07-09,555.82,70.0
2024-07-10,561.32,71.28
2024-07-11,556.48,71.01
2024-07-12,559.99,71.4
2024-07-15,561.53,71.06
2024-07-16,564.86,71.9
2024-07-17,556.94,71.48
2024-07-18,552.66,70.4
2024-07-19,548.99,69.96
2024-07-22,554.65,70.3
2024-07-23,553.78,70.24
2024-07-24,541.23,68.86
2024-07-25,538.41,67.78
2024-07-26,544.44,68.69
2024-07-29,544.76,68.85
2024-07-30,542.0,68.94
2024-07-31,550.81,70.97
2024-08-01,543.01,67.55
2024-08-02,532.9,64.65
2024-08-05,517.38,63.43
2024-08-06,522.15,63.12
2024-08-07,518.66,64.17
2024-08-08,530.65,65.53
2024-08-09,532.99,65.37
2024-08-12,533.27,65.73
2024-08-13,542.04,67.61
2024-08-14,543.75,67.71
2024-08-15,553.07,69.01
2024-08-16,554.31,69.37
2024-08-19,559.61,70.36
2024-08-20,558.7,70.02
2024-08-21,560.62,70.83
2024-08-22,556.22,70.31
2024-08-23,562.13,71.93
2024-08-26,560.79,71.03
2024-08-27,561.56,71.73
2024-08-28,558.3,71.42
2024-08-29,558.35,71.54
2024-08-30,563.68,71.97
2024-09-03,552.08,70.89
2024-09-04,550.95,70.16
2024-09-05,549.61,70.58
2024-09-06,540.36,68.09
2024-09-09,546.41,69.33
2024-09-10,548.79,69.14
2024-09-11,554.42,69.56
2024-09-12,559.09,70.25
2024-09-13,562.01,69.87
2024-09-16,562.84,70.54
2024-09-17,563.07,69.71
2024-09-18,561.4,69.39
2024-09-19,570.98,71.23
2024-09-20,568.25,71.27
2024-09-23,569.67,71.7
2024-09-24,571.3,71.08
2024-09-25,570.04,70.95
2024-09-26,572.3,72.99
2024-09-27,571.47,71.08
2024-09-30,573.76,71.54
2024-10-01,568.62,71.64
2024-10-02,568.86,71.23
2024-10-03,567.82,70.95
2024-10-04,572.98,71.88
2024-10-07,567.8,71.04
2024-10-08,573.17,71.26
2024-10-09,577.14,70.89
2024-10-10,576.13,70.9
2024-10-11,579.58,71.05
2024-10-14,584.32,71.17
2024-10-15,579.78,69.71
2024-10-16,582.3,70.13
2024-10-17,582.35,69.76
2024-10-18,584.59,70.13
2024-10-21,583.63,68.97
2024-10-22,583.32,68.06
2024-10-23,577.99,66.67
2024-10-24,579.24,67.22
2024-10-25,579.04,67.24
2024-10-28,580.83,67.7
2024-10-29,581.77,68.36
2024-10-30,580.01,68.42
2024-10-31,568.64,68.07
2024-11-01,571.04,67.98
2024-11-04,569.81,68.04
2024-11-05,576.7,69.07
2024-11-06,591.04,69.38
2024-11-07,595.61,69.98
2024-11-08,598.19,69.43
2024-11-11,598.76,69.6
2024-11-12,596.9,68.5
2024-11-13,597.19,67.74
2024-11-14,593.35,67.82
2024-11-15,585.75,67.49
2024-11-18,588.15,67.88
2024-11-19,590.3,67.78
2024-11-20,590.5,67.28
2024-11-21,593.67,67.47
2024-11-22,595.51,67.95
2024-11-25,597.53,68.42
2024-11-26,600.65,68.07
2024-11-27,598.83,67.88
2024-11-29,602.55,69.69
2024-12-02,603.63,70.54
2024-12-03,603.91,71.55
2024-12-04,607.66,71.15
2024-12-05,606.66,71.02
2024-12-06,607.81,71.08
2024-12-09,604.68,70.46
2024-12-10,602.8,70.08
2024-12-11,607.46,71.07
2024-12-12,604.33,70.37
2024-12-13,604.21,69.54
2024-12-16,606.79,69.18
2024-12-17,604.29,67.88
2024-12-18,586.28,66.18
2024-12-19,586.1,66.39
2024-12-20,591.15,66.21
2024-12-23,594.69,66.49
2024-12-24,601.3,66.45
2024-12-26,601.34,67.22
2024-12-27,595.01,67.73
2024-12-30,588.22,67.16
2024-12-31,586.08,67.1
2025-01-02,584.64,67.01
2025-01-03,591.95,67.28
2025-01-06,595.36,67.43
2025-01-07,588.63,67.27
2025-01-08,589.49,67.1
2025-01-10,580.49,65.24
2025-01-13,581.39,65.42
2025-01-14,582.19,65.29
2025-01-15,592.78,66.27
2025-01-16,591.64,65.85
2025-01-17,597.58,66.18
2025-01-21,603.05,67.33
2025-01-22,606.44,67.25
2025-01-23,609.75,67.82
2025-01-24,607.97,68.48
2025-01-27,599.37,67.74
2025-01-28,604.52,68.31
2025-01-29,601.81,68.1
2025-01-30,605.04,69.12
2025-01-31,601.82,68.31
2025-02-03,597.77,67.66
2025-02-04,601.78,68.27
2025-02-05,604.22,69.12
2025-02-06,606.32,69.4
2025-02-07,600.77,68.48
2025-02-10,604.85,68.75
2025-02-11,605.31,68.74
2025-02-12,603.36,68.02
2025-02-13,609.73,69.26
2025-02-14,609.7,69.37
2025-02-18,611.49,70.1
2025-02-19,612.93,69.62
2025-02-20,610.38,69.71
2025-02-21,599.94,69.09
2025-02-24,597.21,68.78
2025-02-25,594.24,69.47
2025-02-26,594.54,69.51
2025-02-27,585.05,69.0
2025-02-28,594.18,68.47
2025-03-03,583.77,69.21
2025-03-04,576.86,68.64
2025-03-05,583.06,70.15
2025-03-06,572.71,69.61
2025-03-07,575.92,70.17
2025-03-10,560.58,68.68
2025-03-11,555.92,68.26
2025-03-12,558.87,69.52
2025-03-13,551.42,69.26
2025-03-14,562.81,70.35
2025-03-17,567.15,71.09
2025-03-18,561.02,70.89
2025-03-19,567.13,71.7
2025-03-20,565.49,71.32
2025-03-21,563.98,71.33
2025-03-24,574.08,71.17
2025-03-25,575.46,71.68
2025-03-26,568.59,70.75
2025-03-27,567.08,70.65
2025-03-28,555.66,69.22
2025-03-31,559.39,68.56
2025-04-01,560.97,68.2
2025-04-02,564.52,68.22
2025-04-03,536.7,65.41
2025-04-04,505.28,61.51
2025-04-07,504.38,61.32
2025-04-08,496.48,61.65
2025-04-09,548.62,66.34
2025-04-10,524.58,64.22
2025-04-11,533.94,65.82
2025-04-14,539.12,66.9
2025-04-15,537.61,67.44
2025-04-16,525.66,66.78
2025-04-17,526.41,68.07
2025-04-21,513.88,67.92
2025-04-22,527.25,69.27
2025-04-23,535.42,69.48
2025-04-24,546.69,70.28
2025-04-25,550.64,70.77
2025-04-28,550.85,71.74
2025-04-29,554.32,72.02
2025-04-30,554.54,71.43
2025-05-01,558.47,71.17
2025-05-02,566.76,71.89
2025-05-05,563.51,72.39
2025-05-06,558.8,72.43
2025-05-07,561.15,71.98
2025-05-08,565.06,71.83
2025-05-09,564.34,72.01
2025-05-12,582.99,72.8
2025-05-13,586.84,72.25
2025-05-14,587.59,71.45
2025-05-15,590.46,72.3
2025-05-16,594.2,72.49
2025-05-19,594.85,72.57
2025-05-20,592.85,72.99
2025-05-21,582.86,72.31
2025-05-22,583.09,72.37
2025-05-23,579.11,73.03
2025-05-27,591.15,74.95
2025-05-28,587.73,73.61
2025-05-29,590.05,74.03
2025-05-30,589.39,74.12
2025-06-02,592.71,75.04
2025-06-03,596.09,74.13
2025-06-04,595.93,74.08
2025-06-05,593.05,73.39
2025-06-06,599.14,73.82
2025-06-09,599.68,73.93
2025-06-10,603.08,73.88
2025-06-11,601.36,73.67
2025-06-12,603.75,74.21
2025-06-13,597.0,73.6
